season,age_group,date,home_team,away_team,home_goals,away_goals,elo_home_before,elo_away_before,elo_home_after,elo_away_after
Fall 2022,Over 55,2022-09-11,Concord United Veterans,NS Internationals,5,1,1633.1,1515.5,1643.9,1504.7
Fall 2022,Over 55,2022-09-11,Lexington Regal Eagles,Seadogs F.C.,1,2,1501.7,1489.4,1485.1,1506.0
Fall 2022,Over 55,2022-09-11,Wayland wahootee,MADBoys,0,3,1428.3,1560.0,1418.1,1570.2
Fall 2022,Over 55,2022-09-11,Black Rhinos,Fernandes FC O55,1,1,1522.8,1513.3,1522.4,1513.8
Fall 2022,Over 55,2022-09-11,Shake-Shake FC over-55,Medway MOB,5,0,1598.5,1521.1,1611.0,1508.6
Fall 2022,Over 55,2022-09-11,Arlington Pond Dawgz,Western Mass Lusitanos,1,1,1519.8,1500.0,1518.9,1500.9
Fall 2022,Over 55,2022-09-11,Irish Village,Weston,2,0,1531.4,1517.7,1546.8,1502.4
Fall 2022,Over 55,2022-09-11,Westford Nashoba,Newton Spurs,4,0,1500.0,1444.3,1513.5,1430.8
Fall 2022,Over 55,2022-09-11,Pepperell Celtic,Manchester Hurricanes,6,1,1498.2,1513.7,1514.9,1497.0
Fall 2022,Over 55,2022-09-11,Nashua IFC,Peabody Gold,2,3,1435.6,1516.0,1423.3,1528.4
Fall 2022,Over 55,2022-09-11,Lynnfield F.C. Spartans,MGG,2,1,1477.6,1516.4,1495.4,1498.6
Fall 2022,Over 55,2022-09-11,Franklin Seniors,Framingham United,0,3,1421.8,1556.1,1411.7,1566.2
Fall 2022,Over 55,2022-09-11,Ashland,Mansfield United 55s,4,1,1450.4,1513.0,1469.2,1494.2
Fall 2022,Over 62,2022-09-11,Everett O63,Peabody Gold 63,3,1,1619.1,1504.0,1629.9,1493.1
Fall 2022,Over 62,2022-09-11,Nashua United F.C.,GRandOVER 63,6,0,1504.0,1463.7,1518.2,1449.5
Fall 2022,Over 62,2022-09-11,Beverly Veterans,Lexington Eagles United # review referee,1,2,1490.9,1500,1475.3,1515.6
Fall 2022,Over 62,2022-09-11,Boston Villa FC,Hopkinton OF,5,1,1495.3,1436.8,1508.7,1423.4
Fall 2022,Over 62,2022-09-11,Raynham,Wanderers,1,2,1565.4,1516.5,1547.1,1534.8
Fall 2022,Over 62,2022-09-11,Lynnfield F.C. Pioneers,Lynnfield F.C. Olympians,0,4,1513.9,1481.1,1496.4,1498.6
Fall 2022,Over 62,2022-09-11,Londonderry FC,Burlington 0-63,4,1,1455.4,1440.6,1470.7,1425.3
Fall 2022,Over 62,2022-09-11,Framingham,Sudbury FC Gold,1,3,1455.8,1538.0,1443.5,1550.3
Fall 2022,Over 62,2022-09-11,Nashoba,Harvard 0-63,3,4,1485.1,1507.7,1470.1,1522.7
Fall 2022,Over 30,2022-09-15,Shake-Shake FC over-30,Andover United,2,1,1516.9,1560.5,1534.9,1542.5
Fall 2022,Over 30,2022-09-16,Kel Kau,United International,4,3,1586.7,1568.3,1601.8,1553.2
Fall 2022,Over 68,2022-09-18,Nashua Carcara,Lexington o68,3,0,1515.3,1530.5,1532.0,1513.8
Fall 2022,Over 68,2022-09-18,Beverly,Nashua,4,0,1531.3,1468.7,1544.4,1455.6
Fall 2022,Over 68,2022-09-18,Needham Relics,Wayland Spirit # review referee,2,3,1484.0,1500,1468.7,1515.3
Fall 2022,Over 40,2022-09-18,P.A.C. Lowell,Concord United Masters # review referee,4,2,1536.3,1514.1,1551.3,1499.1
Fall 2022,Over 40,2022-09-18,Riverwalk F.C.,Seacoast United SC,2,0,1605.5,1525.8,1617.9,1513.4
Fall 2022,Over 40,2022-09-18,Peabody Sporting Club,Shrewsbury,6,0,1579.9,1474.6,1591.2,1463.3
Fall 2022,Over 40,2022-09-18,Winchester Town Footballers,DEA,4,1,1576.9,1536.1,1591.0,1522.0
Fall 2022,Over 40,2022-09-18,F C Bayern,Natick Rovers FC,5,2,1534.0,1491.6,1548.1,1477.5
Fall 2022,Over 40,2022-09-18,Kel Kau Masters,Ashland OFC,3,3,1577.2,1535.5,1575.3,1537.4
Fall 2022,Over 40,2022-09-18,Cabo Verde FC,Criciuma Boston,2,forfeit,1612.7,1579.4,1627.2,1564.9
Fall 2022,Over 40,2022-09-18,Stellar FC,Crafty Veterans,2,0,1572.0,1503.2,1584.9,1490.3
Fall 2022,Over 40,2022-09-18,Topsfield,Boston White Eagles,4,1,1452.7,1526.9,1472.1,1507.5
Fall 2022,Over 40,2022-09-18,Danvers United FC,Eastern FC Old Boys,0,3,1441.5,1556.5,1430.6,1567.4
Fall 2022,Over 40,2022-09-18,Marblehead,Lexington Eagles,3,1,1607.3,1534.6,1620.0,1521.9
Fall 2022,Over 40,2022-09-18,KEBRA KANELA,United International,2,7,1481.8,1513.2,1467.2,1527.8
Fall 2022,Over 40,2022-09-18,Framingham Independiente,Albania United Veterans,4,4,1433.7,1563.9,1439.4,1558.2
Fall 2022,Over 40,2022-09-18,Fernandes FC O40,Hopkinton Hotspur,0,1,1493.8,1543.0,1480.1,1556.8
Fall 2022,Over 40,2022-09-18,Persepolis,New Bedford Sports club,1,2,1469.9,1459.6,1453.4,1476.1
Fall 2022,Over 40,2022-09-18,Lexington Grey Eagles,Nashua Absolute # review referee,0,1,1478.5,1487.0,1462.8,1502.6
Fall 2022,Over 40,2022-09-18,Arlington Fossils,Hudson United # review referee,1,3,1531.4,1515.7,1514.7,1532.5
Fall 2022,Over 40,2022-09-18,Medford United,Irish Village Green,4,1,1566.8,1513.0,1580.4,1499.5
Fall 2022,Over 40,2022-09-18,Kendall Wanderers,Arlington Pond Dawgz,2,1,1447.4,1421.0,1462.2,1406.2
Fall 2022,Over 40,2022-09-18,Wayland Wahoo,Sudbury United,0,3,1477.3,1537.8,1464.1,1551.1
Fall 2022,Over 40,2022-09-18,Medfield FC,Newton Brigada,1,4,1460.7,1490.9,1446.1,1505.5
Fall 2022,Over 40,2022-09-18,FUFC,Dover-Sherborn Masters,4,0,1565.7,1496.6,1578.6,1483.7
Fall 2022,Over 40,2022-09-18,Celtic Masters,Milton International,1,2,1479.2,1546.8,1466.3,1559.7
Fall 2022,Over 40,2022-09-18,Melrose United,Nashoba Masters,2,2,1494.1,1531.4,1495.8,1529.7
Fall 2022,Over 40,2022-09-18,Hampstead Hurricanes,Cantona North,2,3,1538.1,1472.8,1519.1,1491.8
Fall 2022,Over 40,2022-09-18,North Andover FC,Charlestown FC,1,2,1548.2,1478.0,1529.0,1497.2
Fall 2022,Over 40,2022-09-18,Lynnfield FC,New England International,0,2,1494.7,1489.2,1478.4,1505.5
Fall 2022,Over 40,2022-09-18,FIMA FC,Mansfield United,3,1,1559.2,1527.9,1573.8,1513.3
Fall 2022,Over 40,2022-09-18,Peru Sports FC,Os Amigos FC,5,3,1503.0,1537.1,1520.5,1519.5
Fall 2022,Over 40,2022-09-18,FC Franklin,Taunton Eagles Soccer Club,2,2,1453.1,1569.6,1458.2,1564.4
Fall 2022,Over 40,2022-09-18,West Roxbury United,Medway,1,0,1502.2,1493.5,1517.8,1477.9
Fall 2022,Over 40,2022-09-18,Wen Ham United FC,Windham,1,1,1552.7,1478.7,1549.4,1482.1
Fall 2022,Over 40,2022-09-18,Lexington Bald Eagles,FC Old Skool,3,1,1485.6,1470.6,1500.9,1455.3
Fall 2022,Over 40,2022-09-18,Acton-Boxboro United,Hurricane SC,1,1,1460.9,1512.3,1463.2,1509.9
Fall 2022,Over 40,2022-09-18,FC Newburyport Brew,Dirty Groton Scoundrels,2,1,1486.1,1434.9,1499.7,1421.2
Fall 2022,Over 40,2022-09-18,FC Needham United,Hogs FC,4,3,1409.8,1485.3,1429.2,1465.9
Fall 2022,Over 40,2022-09-18,Medfield,Chelsea FC,0,4,1516.5,1527.7,1501.0,1543.2
Fall 2022,Over 40,2022-09-18,Southborough FC,FC Walpole,0,1,1464.5,1511.0,1450.7,1524.8
Fall 2022,Over 40,2022-09-18,Irish Village White,Vineyard FC,1,3,1499.6,1526.5,1484.8,1541.3
Fall 2022,Over 40,2022-09-18,Canary Square Veterans,MV FC,0,4,1455.5,1472.3,1440.2,1487.5
Fall 2022,Over 40,2022-09-18,Wahooligans FC,Medford United II,0,2,1477.1,1528.6,1463.5,1542.3
Fall 2022,Over 40,2022-09-18,Harvard Blues FC,Andover Gold,4,0,1491.5,1419.0,1504.2,1406.3
Fall 2022,Over 40,2022-09-18,FFM United,FC Franklin II,11,0,1511.8,1394.6,1522.6,1383.8
Fall 2022,Over 40,2022-09-18,MHFC,Franklin,6,1,1463.6,1433.5,1478.2,1418.9
Fall 2022,Over 30,2022-09-18,Sudbury FC,Boa Vista FC,5,1,1555.1,1532.0,1570.0,1517.1
Fall 2022,Over 30,2022-09-18,Andover United,Lynnfield FC Azzurri,2,1,1542.5,1533.5,1558.1,1517.9
Fall 2022,Over 30,2022-09-18,Meadowlark FC,Shake-Shake FC over-30,5,1,1485.4,1534.9,1503.7,1516.6
Fall 2022,Over 30,2022-09-18,Tudside FC,Rovers FC,2,2,1610.1,1464.9,1603.8,1471.2
Fall 2022,Over 30,2022-09-18,Needham United,Kendall Wanderers,6,2,1451.2,1480.3,1468.6,1463.0
Fall 2022,Over 30,2022-09-18,United International,Plymouth FC,2,2,1553.2,1572.8,1554.1,1571.9
Fall 2022,Over 30,2022-09-18,Os Amigos F.C.,Kel Kau,2,2,1466.9,1601.8,1472.9,1595.9
Fall 2022,Over 30,2022-09-18,Lowell United,Nashua City,2,forfeit,1522.7,1514.8,1538.3,1499.1
Fall 2022,Over 30,2022-09-18,Mystic River FC,Middlesex FC,7,4,1469.8,1516.2,1488.0,1498.1
Fall 2022,Over 30,2022-09-18,Irish Village,Groton House FC,1,1,1520.7,1468.5,1518.3,1470.9
Fall 2022,Over 30,2022-09-18,Taunton Eagles Soccer Club,Fernandes FC,4,1,1501.7,1498.7,1517.5,1482.9
Fall 2022,Over 30,2022-09-18,Medfield,Ajax,1,4,1481.0,1484.1,1465.2,1500.0
Fall 2022,Over 30,2022-09-18,PRAIA KAPITAL,Connemara United FC,1,4,1563.9,1583.2,1548.8,1598.3
Fall 2022,Over 30,2022-09-18,Roots FC,Southside F.C.,5,3,1547.9,1471.4,1560.4,1458.9
Fall 2022,Over 30,2022-09-18,Lynnfield FC,Marblehead,2,1,1516.1,1496.8,1531.2,1481.7
Fall 2022,Over 30,2022-09-18,Sporting Club Malden,Cantona,1,1,1428.3,1454.1,1429.5,1453.0
Fall 2022,Over 30,2022-09-18,Revolution FC,Essex Football Club,4,0,1499.4,1499.2,1515.4,1483.2
Fall 2022,Over 30,2022-09-18,Somerville FC,Harvard,1,2,1488.7,1465.1,1471.6,1482.2
Fall 2022,Over 30,2022-09-18,Dover-Sherborn Old Boys FC,WAC,3,7,1460.3,1498.9,1446.1,1513.1
Fall 2022,Over 30,2022-09-18,Harvest Soccer Club,Great Woods FC,6,3,1444.1,1530.1,1464.0,1510.2
Fall 2022,Over 30,2022-09-18,Real MT,Holliston TK FC,0,2,1457.1,1460.3,1441.3,1476.2
Fall 2022,Over 30,2022-09-18,St Michael FC,Lexington Eagles FC,2,forfeit,1528.9,1453.8,1541.5,1441.2
Fall 2022,Over 30,2022-09-18,Portuguese United,Concord United,2,2,1500.0,1515.4,1500.7,1514.7
Fall 2022,Over 30,2022-09-18,Remax Newport FC,Boston Nigeria Eagles FC,1,0,1500.0,1513.5,1516.6,1496.9
Fall 2022,Over 48,2022-09-18,Marblehead,North Andover Grand Masters FC O48,0,2,1492.2,1504.5,1476.7,1519.9
Fall 2022,Over 48,2022-09-18,Westford FC,Cambridge Internationals,1,3,1542.8,1567.7,1527.9,1582.6
Fall 2022,Over 48,2022-09-18,Concord United,Stoneham Spartans Over 50,3,1,1588.4,1555.1,1602.8,1540.6
Fall 2022,Over 48,2022-09-18,S.S.C. Napoli,True Soccer FC,3,3,1495.4,1486.8,1495.0,1487.2
Fall 2022,Over 48,2022-09-18,Hopkinton Grand Masters,Belmont Old Boys,1,3,1539.5,1581.1,1525.4,1595.1
Fall 2022,Over 48,2022-09-18,Irish Village 50,Crafty Veterans,4,2,1565.4,1561.7,1581.2,1545.9
Fall 2022,Over 48,2022-09-18,Stellar FC,Kel Kau,1,2,1589.4,1588.0,1573.3,1604.1
Fall 2022,Over 48,2022-09-18,Shake-Shake FC over-48,Lexington Eagles,1,0,1558.6,1457.7,1570.0,1446.2
Fall 2022,Over 48,2022-09-18,NH Freedom,Nashoba,0,2,1496.7,1465.0,1479.2,1482.4
Fall 2022,Over 48,2022-09-18,FC Boxford,Winchester Town Fifties,1,2,1467.9,1522.2,1454.3,1535.7
Fall 2022,Over 48,2022-09-18,Nashua Absolute II,Melrose Good Guys,4,1,1480.6,1519.8,1498.4,1502.0
Fall 2022,Over 48,2022-09-18,Northshore United Soccer Club,DEA,3,2,1522.7,1474.7,1536.5,1460.9
Fall 2022,Over 48,2022-09-18,Shrewsbury Wanderers,Jamaica Plain FC,1,2,1467.6,1538.1,1454.8,1550.9
Fall 2022,Over 48,2022-09-18,Milton,West Roxbury United,2,3,1474.2,1559.6,1462.1,1571.8
Fall 2022,Over 48,2022-09-18,Weston FC,Dover Sherborn Hop Hunters,0,2,1503.4,1602.1,1491.8,1613.7
Fall 2022,Over 48,2022-09-18,Wayland wahootoo,New Bedford Sports Club o50 # review referee,4,3,1496.6,1500,1512.7,1483.8
Fall 2022,Over 48,2022-09-18,Albanian United Veterans,Sudbury AC,2,1,1557.7,1480.9,1570.2,1468.4
Fall 2022,Over 48,2022-09-18,Old School Soccer Club,Harvard Blues FC,1,1,1493.4,1521.1,1494.7,1519.9
Fall 2022,Over 48,2022-09-18,Windham 50s,Wen Ham United,3,3,1437.3,1544.9,1442.1,1540.1
Fall 2022,Over 48,2022-09-18,Rovers Re-United,Masco,2,1,1477.6,1507.4,1495.0,1490.1
Fall 2022,Over 48,2022-09-18,FC Walpole O48,Raynham,0,0,1495.8,1547.9,1498.2,1545.5
Fall 2022,Over 48,2022-09-18,Western Mass Lusitano,Westwood A.F.C.,1,0,1476.4,1454.4,1491.4,1439.4
Fall 2022,Over 48,2022-09-18,Fernandes FC O50,FIMA FC O50,4,2,1437.7,1513.1,1457.1,1493.7
Fall 2022,Over 48,2022-09-18,FUFC Gray,A.F.C. Medfield,2,4,1432.2,1513.0,1419.9,1525.3
Fall 2022,Over 48,2022-09-18,Canary Square 50,FC Older School,2,8,1454.4,1406.4,1436.2,1424.6
Fall 2022,Over 48,2022-09-18,Lexington Golden Eagles,Medford Atomic,1,7,1464.5,1495.8,1449.9,1510.4
Fall 2022,Over 48,2022-09-18,Arlington Pond Dawgz,Westford,4,0,1511.6,1519.7,1528.0,1503.3
Fall 2022,Over 48,2022-09-18,North Andover Grey Knights,Lynnfield FC Raiders,1,3,1410.9,1496.3,1398.8,1508.5
Fall 2022,Over 48,2022-09-18,Hurricane SC II,North Reading,0,1,1486.3,1492.6,1470.6,1508.3
Fall 2022,Over 48,2022-09-18,Derry Eagles,Pepperell Red Bulls,1,4,1428.5,1459.9,1413.9,1474.5
Fall 2022,Over 48,2022-09-18,Easton 0-49,Norfolk FC,1,3,1447.2,1516.1,1434.3,1529.0
Fall 2022,Over 48,2022-09-18,Lexington Allin Eagles,Warthog Legends,1,2,1515.6,1531.3,1500.4,1546.6
Fall 2022,Over 48,2022-09-18,FC Franklin O50,Needham FC,2,0,1508.3,1468.8,1522.5,1454.6
Fall 2022,Over 55,2022-09-18,Concord United Veterans,North Shore Raiders,4,0,1643.9,1458.5,1652.0,1450.3
Fall 2022,Over 55,2022-09-18,Lexington Regal Eagles,NS Internationals,4,2,1485.1,1504.7,1502.0,1487.8
Fall 2022,Over 55,2022-09-18,Seadogs F.C.,Danvers Evolution FC,1,3,1506.0,1519.0,1490.6,1534.4
Fall 2022,Over 55,2022-09-18,Black Rhinos,Wayland wahootee,3,2,1522.4,1418.1,1533.7,1406.8
Fall 2022,Over 55,2022-09-18,Shake-Shake FC over-55,Fernandes FC O55,2,0,1611.0,1513.8,1622.6,1502.1
Fall 2022,Over 55,2022-09-18,Medway MOB,MADBoys,1,8,1508.6,1570.2,1495.5,1583.4
Fall 2022,Over 55,2022-09-18,Irish Village,Arlington Pond Dawgz,3,1,1546.8,1518.9,1561.5,1504.2
Fall 2022,Over 55,2022-09-18,Westford Nashoba,Weston,1,4,1513.5,1502.4,1496.9,1518.9
Fall 2022,Over 55,2022-09-18,Newton Spurs,Western Mass Lusitanos,1,2,1430.8,1500.9,1418.0,1513.7
Fall 2022,Over 55,2022-09-18,Manchester Hurricanes,Peabody Gold,0,5,1497.0,1528.4,1482.4,1542.9
Fall 2022,Over 55,2022-09-18,Pepperell Celtic,Nashua IFC,0,0,1514.9,1423.3,1510.7,1427.4
Fall 2022,Over 55,2022-09-18,Sudbury Thistle AC,Lynnfield F.C. Spartans,2,3,1492.2,1495.4,1476.4,1511.2
Fall 2022,Over 55,2022-09-18,Framingham United,Mansfield United 55s,3,2,1566.2,1494.2,1578.9,1481.4
Fall 2022,Over 55,2022-09-18,Ashland,Franklin Seniors,6,1,1469.2,1411.7,1482.6,1398.3
Fall 2022,Over 62,2022-09-18,Nashua United F.C.,Everett O63,1,4,1518.2,1629.9,1507.1,1641.0
Fall 2022,Over 62,2022-09-18,Beverly Veterans,GRandOVER 63 # review referee,3,0,1475.3,1500,1492.5,1482.9
Fall 2022,Over 62,2022-09-18,Lexington Eagles United,Peabody Gold 63,2,3,1585.2,1493.1,1565.1,1513.2
Fall 2022,Over 62,2022-09-18,Raynham,Boston Villa FC,1,1,1547.1,1508.7,1545.4,1510.4
Fall 2022,Over 62,2022-09-18,Wayland Wahoots,Wanderers,1,3,1513.7,1534.8,1498.7,1549.8
Fall 2022,Over 62,2022-09-18,Warthog Wonders,Hopkinton OF,1,0,1477.4,1423.4,1491.0,1409.9
Fall 2022,Over 62,2022-09-18,Lynnfield F.C. Olympians,Burlington 0-63,7,0,1498.6,1425.3,1511.3,1412.6
Fall 2022,Over 62,2022-09-18,Lynnfield F.C. Pioneers,Londonderry FC,1,4,1496.4,1470.7,1479.2,1487.9
Fall 2022,Over 62,2022-09-18,Nashoba,Framingham,5,1,1470.1,1443.5,1484.9,1428.7
Fall 2022,Over 62,2022-09-18,Harvard 0-63,Sudbury FC Gold,1,2,1522.7,1550.3,1508.0,1565.0
Fall 2022,Over 30,2022-09-22,Plymouth FC,Kel Kau,2,1,1571.9,1595.9,1589.0,1578.8
Fall 2022,Over 68,2022-09-25,Lexington o68,Beverly,0,0,1513.8,1544.4,1515.2,1543.0
Fall 2022,Over 68,2022-09-25,Nashua,Needham Relics # review referee,3,6,1455.6,1484.7,1440.9,1499.4
Fall 2022,Over 68,2022-09-25,Wayland Spirit,Nashua Carcara,0,0,1469.5,1532.0,1472.3,1529.1
Fall 2022,Over 40,2022-09-25,Seacoast United SC,Winchester Town Footballers,1,6,1513.4,1591.0,1500.9,1603.5
Fall 2022,Over 40,2022-09-25,Concord United Masters,Peabody Sporting Club,0,2,1493.1,1591.2,1481.5,1602.8
Fall 2022,Over 40,2022-09-25,DEA,Riverwalk F.C.,0,2,1522.0,1617.9,1510.3,1629.6
Fall 2022,Over 40,2022-09-25,Shrewsbury,P.A.C. Lowell # review referee,1,2,1463.3,1508.1,1449.4,1522.1
Fall 2022,Over 40,2022-09-25,Ashland OFC,Stellar FC,1,0,1537.4,1584.9,1555.6,1566.7
Fall 2022,Over 40,2022-09-25,Natick Rovers FC,Cabo Verde FC,2,5,1477.5,1627.2,1468.0,1636.7
Fall 2022,Over 40,2022-09-25,Crafty Veterans,Kel Kau Masters,1,3,1490.3,1575.3,1478.1,1587.5
Fall 2022,Over 40,2022-09-25,Eastern FC Old Boys,Craft Food Halls FC,2,4,1567.4,1473.1,1547.1,1493.3
Fall 2022,Over 40,2022-09-25,Boston White Eagles,Marblehead,6,4,1507.5,1620.0,1528.5,1599.0
Fall 2022,Over 40,2022-09-25,Lexington Eagles,Topsfield,0,2,1521.9,1472.1,1503.6,1490.4
Fall 2022,Over 40,2022-09-25,Albania United Veterans,Persepolis,7,0,1558.2,1453.4,1569.5,1442.1
Fall 2022,Over 40,2022-09-25,United International,Fernandes FC O40,3,3,1527.8,1480.1,1525.6,1482.3
Fall 2022,Over 40,2022-09-25,New Bedford Sports club,Framingham Independiente,4,1,1476.1,1439.4,1490.4,1425.1
Fall 2022,Over 40,2022-09-25,Hopkinton Hotspur,KEBRA KANELA,9,0,1556.8,1467.2,1568.8,1455.3
Fall 2022,Over 40,2022-09-25,Nashua Absolute,Medford United,1,3,1505.8,1580.4,1493.2,1593.0
Fall 2022,Over 40,2022-09-25,Arlington Pond Dawgz,Arlington Fossils # review referee,0,1,1406.2,1482.0,1393.7,1494.6
Fall 2022,Over 40,2022-09-25,Irish Village Green,Lexington Grey Eagles # review referee,2,4,1499.5,1529.8,1484.8,1544.4
Fall 2022,Over 40,2022-09-25,Newton Brigada,Celtic Masters,0,1,1505.5,1466.3,1487.7,1484.1
Fall 2022,Over 40,2022-09-25,Sudbury United,FUFC,1,2,1551.1,1578.6,1536.3,1593.3
Fall 2022,Over 40,2022-09-25,Milton International,Medfield FC,0,0,1559.7,1446.1,1554.7,1451.1
Fall 2022,Over 40,2022-09-25,Dover-Sherborn Masters,Wayland Wahoo,0,3,1483.7,1464.1,1466.8,1481.0
Fall 2022,Over 40,2022-09-25,Cantona North,Lynnfield FC,4,2,1491.8,1478.4,1507.2,1463.0
Fall 2022,Over 40,2022-09-25,Nashoba Masters,North Andover FC,1,2,1529.7,1529.0,1513.7,1545.1
Fall 2022,Over 40,2022-09-25,New England International,Hampstead Hurricanes,2,0,1505.5,1519.1,1522.1,1502.5
Fall 2022,Over 40,2022-09-25,Charlestown FC,Melrose United,3,2,1497.2,1495.8,1513.1,1479.9
Fall 2022,Over 40,2022-09-25,Os Amigos FC,West Roxbury United,5,3,1519.5,1517.8,1535.5,1501.9
Fall 2022,Over 40,2022-09-25,Mansfield United,FC Franklin,2,0,1513.3,1458.2,1526.8,1444.8
Fall 2022,Over 40,2022-09-25,Medway,Peru Sports FC,2,1,1477.9,1520.5,1495.9,1502.6
Fall 2022,Over 40,2022-09-25,Taunton Eagles Soccer Club,FIMA FC,0,0,1564.4,1573.8,1564.9,1573.4
Fall 2022,Over 40,2022-09-25,FC Old Skool,FC Newburyport Brew,2,3,1455.3,1499.7,1441.4,1513.7
Fall 2022,Over 40,2022-09-25,Windham,Acton-Boxboro United,1,1,1482.1,1463.2,1481.2,1464.1
Fall 2022,Over 40,2022-09-25,Dirty Groton Scoundrels,Lexington Bald Eagles,2,1,1421.2,1500.9,1440.8,1481.3
Fall 2022,Over 40,2022-09-25,Hurricane SC,Wen Ham United FC,0,0,1509.9,1549.4,1511.7,1547.6
Fall 2022,Over 40,2022-09-25,Chelsea FC,Irish Village White,2,1,1543.2,1484.8,1556.5,1471.5
Fall 2022,Over 40,2022-09-25,Hogs FC,Southborough FC,2,2,1465.9,1450.7,1465.2,1451.4
Fall 2022,Over 40,2022-09-25,Vineyard FC,Medfield,7,2,1541.3,1501.0,1555.5,1486.9
Fall 2022,Over 40,2022-09-25,FC Walpole,FC Needham United,2,0,1524.8,1429.2,1536.5,1417.5
Fall 2022,Over 40,2022-09-25,MV FC,Wahooligans FC,5,0,1487.5,1463.5,1502.4,1448.6
Fall 2022,Over 40,2022-09-25,Medford United II,Harvard Blues FC,3,2,1542.3,1504.2,1556.5,1489.9
Fall 2022,Over 40,2022-09-25,Andover Gold,Canary Square Veterans,6,2,1406.3,1440.2,1423.9,1422.7
Fall 2022,Over 40,2022-09-25,Great Woods FC,FFM United,4,4,1524.8,1522.6,1524.7,1522.7
Fall 2022,Over 40,2022-09-25,FC Franklin II,MHFC,0,16,1383.8,1478.2,1372.0,1490.0
Fall 2022,Over 40,2022-09-25,Franklin,CV United,2,forfeit,1418.9,1481.4,1437.7,1462.5
Fall 2022,Over 30,2022-09-25,Boa Vista FC,Meadowlark FC,2,1,1517.1,1503.7,1532.5,1488.3
Fall 2022,Over 30,2022-09-25,Shake-Shake FC over-30,Sudbury FC,1,3,1516.6,1570.0,1503.1,1583.6
Fall 2022,Over 30,2022-09-25,Lynnfield FC Azzurri,Eastern FC,1,4,1517.9,1530.3,1502.5,1545.7
Fall 2022,Over 30,2022-09-25,Kendall Wanderers,Os Amigos F.C.,0,0,1463.0,1472.9,1463.4,1472.4
Fall 2022,Over 30,2022-09-25,Rovers FC,United International,2,3,1471.2,1554.1,1459.0,1566.3
Fall 2022,Over 30,2022-09-25,Kel Kau,Needham United,2,3,1578.8,1468.6,1557.9,1489.5
Fall 2022,Over 30,2022-09-25,Plymouth FC,Tudside FC,4,5,1589.0,1603.8,1573.7,1619.1
Fall 2022,Over 30,2022-09-25,Middlesex FC,S.S.C. Napoli,4,0,1498.1,1485.8,1513.6,1470.3
Fall 2022,Over 30,2022-09-25,Nashua City,Irish Village,1,4,1499.1,1518.3,1484.0,1533.4
Fall 2022,Over 30,2022-09-25,Groton House FC,Lowell United,1,0,1470.9,1538.3,1489.9,1519.3
Fall 2022,Over 30,2022-09-25,Ajax,Roots FC,2,3,1500.0,1560.4,1486.7,1573.7
Fall 2022,Over 30,2022-09-25,Fernandes FC,PRAIA KAPITAL,4,4,1482.9,1548.8,1485.9,1545.8
Fall 2022,Over 30,2022-09-25,Southside F.C.,Medfield,2,2,1458.9,1465.2,1459.2,1464.9
Fall 2022,Over 30,2022-09-25,Connemara United FC,Taunton Eagles Soccer Club,2,1,1598.3,1517.5,1610.6,1505.2
Fall 2022,Over 30,2022-09-25,Cantona,Somerville FC,3,2,1453.0,1471.6,1469.8,1454.8
Fall 2022,Over 30,2022-09-25,Marblehead,Revolution FC,2,2,1481.7,1515.4,1483.2,1513.8
Fall 2022,Over 30,2022-09-25,Harvard,Sporting Club Malden,4,1,1482.2,1429.5,1495.8,1415.9
Fall 2022,Over 30,2022-09-25,Essex Football Club,Lynnfield FC,2,2,1483.2,1531.2,1485.4,1529.0
Fall 2022,Over 30,2022-09-25,Great Woods FC,St Michael FC,2,4,1510.2,1541.5,1495.6,1556.0
Fall 2022,Over 30,2022-09-25,WAC,Real MT,6,1,1513.1,1441.3,1525.8,1428.5
Fall 2022,Over 30,2022-09-25,Lexington Eagles FC,Harvest Soccer Club,0,3,1441.2,1464.0,1426.2,1479.0
Fall 2022,Over 30,2022-09-25,Holliston TK FC,Dover-Sherborn Old Boys FC,1,5,1476.2,1446.1,1458.8,1463.5
Fall 2022,Over 30,2022-09-25,Needham Freedom,Portuguese United,3,1,1431.8,1500.7,1450.9,1481.6
Fall 2022,Over 30,2022-09-25,Concord United,Remax Newport FC,3,5,1514.7,1516.6,1498.8,1532.5
Fall 2022,Over 48,2022-09-25,North Andover Grand Masters FC O48,Concord United,0,3,1519.9,1602.8,1507.7,1615.1
Fall 2022,Over 48,2022-09-25,True Soccer FC,Westford FC,1,1,1487.2,1527.9,1489.1,1526.1
Fall 2022,Over 48,2022-09-25,Stoneham Spartans Over 50,Marblehead,12,2,1540.6,1476.7,1553.7,1463.6
Fall 2022,Over 48,2022-09-25,Crafty Veterans,Shake-Shake FC over-48,2,4,1545.9,1570.0,1531.0,1584.9
Fall 2022,Over 48,2022-09-25,Belmont Old Boys,Stellar FC,2,2,1595.1,1573.3,1594.1,1574.3
Fall 2022,Over 48,2022-09-25,Lexington Eagles,Irish Village 50,1,2,1446.2,1581.2,1436.1,1591.3
Fall 2022,Over 48,2022-09-25,Kel Kau,Hopkinton Grand Masters,5,4,1604.1,1525.4,1616.5,1513.0
Fall 2022,Over 48,2022-09-25,Winchester Town Fifties,Northshore United Soccer Club,2,2,1535.7,1536.5,1535.8,1536.5
