season,age_group,date,home_team,away_team,home_goals,away_goals,elo_home_before,elo_away_before,elo_home_after,elo_away_after
Spring 2021,Over 55,2021-06-06,MADBoys,Arlington Pond Dawgz,9,0,1628.2,1414.9,1635.5,1407.6
Spring 2021,Over 55,2021-06-06,Pepperell Celtic,Nashoba,5,1,1447.5,1416.7,1462.1,1402.1
Spring 2021,Over 55,2021-06-06,Lynnfield F.C. Spartans,Sudbury Thistle AC,2,2,1623.3,1411.8,1614.6,1420.5
Spring 2021,Over 55,2021-06-06,New England Evolution,Lexington Regal Eagles,2,4,1530.4,1591.2,1517.1,1604.5
Spring 2021,Over 55,2021-06-06,Wayland wahootee,Hopkinton OF Soccer Club,0,1,1438.7,1460.5,1423.7,1475.5
Spring 2021,Over 55,2021-06-06,Framingham United,Warthog Wisdom,9,1,1397.7,1423.7,1414.9,1406.5
Spring 2021,Over 55,2021-06-06,Shake-Shake FC over-55,Medway MOB,3,1,1659.9,1621.4,1674.1,1607.1
Spring 2021,Over 62,2021-06-06,Raynham,Everett O63,2,forfeit,1709.6,1509.1,1717.3,1501.4
Spring 2021,Over 62,2021-06-06,Warthog Wonders,Lynnfield,2,2,1525.9,1579.3,1528.3,1576.9
Spring 2021,Over 62,2021-06-06,Hopkinton OF,Boston Villa FC,0,3,1446.0,1575.7,1435.8,1586.0
Spring 2021,Over 62,2021-06-06,GRandOVER 63,Peabody Gold 63,4,4,1450.4,1522.8,1453.7,1519.5
Spring 2021,Over 62,2021-06-06,Dirty Groton Scoundrels,Beverly Veterans,1,7,1424.5,1517.9,1412.7,1529.7
Spring 2021,Over 62,2021-06-06,North Andover FC over-62,Burlington 0-63,11,1,1598.6,1387.6,1606.0,1380.3
Spring 2021,Over 62,2021-06-06,Medway MOB,Harvard 0-63,4,2,1495.0,1425.3,1507.8,1412.4
Spring 2021,Over 62,2021-06-06,Needham Relics,Lexington # review referee,0,4,1461.1,1514.6,1447.6,1528.1
Spring 2021,Over 62,2021-06-06,GPS Gold FC,Framingham,11,0,1674.4,1343.2,1678.5,1339.0
Spring 2021,Over 62,2021-06-06,LFC Pioneers,Wayland Spirit,4,0,1476.7,1367.6,1487.9,1356.5
Spring 2021,Over 30,2021-06-08,FC Hudson,Andover United,2,0,1592.7,1575.6,1607.9,1560.4
Spring 2021,Over 40,2021-06-09,Peabody Sporting Club,Boston White Eagles,6,2,1609.5,1461.3,1619.1,1451.7
Spring 2021,Over 30,2021-06-09,Hurricane SC,Safira Soccer,1,5,1532.8,1600.7,1519.9,1613.6
Spring 2021,Over 48,2021-06-10,Stoneham Spartans Over 50,Andover Grand Masters FC,2,1,1604.3,1559.5,1618.3,1545.6
Spring 2021,Over 48,2021-06-10,Harvard Blues FC,Medford Atomic,1,0,1510.6,1449.9,1523.9,1436.6
Spring 2021,Over 40,2021-06-13,Danvers United FC,Cambridge FC,1,2,1461.5,1438.8,1444.5,1455.8
Spring 2021,Over 40,2021-06-13,Peabody Sporting Club,Kel Kau Masters,1,3,1619.1,1637.4,1603.9,1652.5
Spring 2021,Over 40,2021-06-13,Concord United Masters,Riverwalk F.C. # review referee,2,1,1532.7,1519.1,1548.1,1503.7
Spring 2021,Over 40,2021-06-13,Arlington Pond Dawgz,Boston White Eagles,2,3,1450.9,1451.7,1434.9,1467.7
Spring 2021,Over 40,2021-06-13,Natick Rovers FC,Fernandes FC O40,4,2,1532.9,1487.6,1546.9,1473.6
Spring 2021,Over 40,2021-06-13,F C Bayern,Newton Brigada,4,2,1653.7,1566.3,1665.7,1554.2
Spring 2021,Over 40,2021-06-13,Framingham Independiente,Criciuma Boston,1,4,1426.1,1552.5,1415.7,1563.0
Spring 2021,Over 40,2021-06-13,Crafty Veterans,Ashland OFC,2,1,1653.9,1481.4,1662.5,1472.8
Spring 2021,Over 40,2021-06-13,Westford FC,Topsfield,0,3,1425.7,1529.7,1414.4,1541.0
Spring 2021,Over 40,2021-06-13,Lexington Eagles,P.A.C. Lowell,1,2,1528.2,1541.6,1512.8,1557.0
Spring 2021,Over 40,2021-06-13,CHARRUA FC,Burlington,0,3,1540.4,1522.7,1523.6,1539.5
Spring 2021,Over 40,2021-06-13,United International,Wayland Wahoo,2,2,1440.2,1467.4,1441.5,1466.1
Spring 2021,Over 40,2021-06-13,Medfield FC,FUFC,1,1,1474.1,1606.6,1480.0,1600.8
Spring 2021,Over 40,2021-06-13,Celtic Masters,Shrewsbury,4,2,1409.5,1484.7,1428.9,1465.3
Spring 2021,Over 40,2021-06-13,New Bedford Sports club,Albania United Veterans,3,1,1543.3,1549.0,1559.6,1532.8
Spring 2021,Over 40,2021-06-13,FC Old Skool,Lynnfield FC,3,3,1500.1,1494.6,1499.8,1494.9
Spring 2021,Over 40,2021-06-13,Andover Gold,Eastern FC Old Boys,0,1,1426.9,1593.4,1418.0,1602.2
Spring 2021,Over 40,2021-06-13,North Reading Cobras,Kendall Wanderers,1,5,1425.1,1604.1,1416.6,1612.5
Spring 2021,Over 40,2021-06-13,Hopkinton Hotspur,Arlington Fossils # review referee,6,4,1602.4,1441.5,1611.5,1432.4
Spring 2021,Over 40,2021-06-13,Hudson United,Nashoba Masters,0,1,1438.7,1550.6,1427.7,1561.6
Spring 2021,Over 40,2021-06-13,Westham United,Irish Village,0,3,1493.6,1552.0,1480.3,1565.4
Spring 2021,Over 40,2021-06-13,Persepolis,Georgetown FC,2,2,1603.6,1503.0,1599.1,1507.5
Spring 2021,Over 40,2021-06-13,North Andover FC,Cantona North,2,1,1570.4,1463.3,1581.7,1452.0
Spring 2021,Over 40,2021-06-13,FC Needham United,Charlestown FC,1,4,1424.0,1481.3,1410.6,1494.7
Spring 2021,Over 40,2021-06-13,Cabo Verde FC,Milton International,3,1,1596.9,1589.6,1612.5,1573.9
Spring 2021,Over 40,2021-06-13,Westwood Masters,FIMA FC,0,4,1415.4,1573.2,1406.2,1582.4
Spring 2021,Over 40,2021-06-13,Mansfield United,Medway,2,1,1455.6,1472.6,1472.4,1455.8
Spring 2021,Over 40,2021-06-13,Wen Ham United FC,Medford United,0,5,1386.0,1492.6,1374.8,1503.8
Spring 2021,Over 40,2021-06-13,FC Newburyport Brew,Melrose United,0,2,1428.9,1446.7,1413.8,1461.9
Spring 2021,Over 40,2021-06-13,Marblehead,Hurricane SC,2,3,1536.5,1482.6,1518.1,1501.1
Spring 2021,Over 40,2021-06-13,Dover-Sherborn Masters,Peru Sports FC # review referee,3,1,1512.5,1491.2,1527.5,1476.1
Spring 2021,Over 40,2021-06-13,Hogs FC,West Roxbury United,3,1,1451.0,1515.1,1469.9,1496.2
Spring 2021,Over 40,2021-06-13,Vineyard FC,Canary Square Veterans,5,2,1445.0,1392.9,1458.7,1379.3
Spring 2021,Over 40,2021-06-13,Sudbury United,Acton-Boxboro United,2,1,1588.3,1498.8,1600.3,1486.8
Spring 2021,Over 40,2021-06-13,Harvard Blues FC,Wahooligans FC,4,0,1424.8,1391.7,1439.3,1377.2
Spring 2021,Over 40,2021-06-13,Dirty Groton Scoundrels,Woburn Tanners,2,forfeit,1468.6,1345.8,1479.2,1335.2
Spring 2021,Over 40,2021-06-13,New England International,MV FC,5,0,1612.0,1477.1,1622.1,1467.0
Spring 2021,Over 40,2021-06-13,Norfolk FC,FC Franklin II,2,0,1583.6,1525.2,1597.0,1511.9
Spring 2021,Over 40,2021-06-13,Medfield,Needham FC,1,2,1461.8,1411.4,1443.5,1429.7
Spring 2021,Over 40,2021-06-13,Franklin,Southborough FC,5,1,1462.0,1461.5,1478.0,1445.5
Spring 2021,Over 40,2021-06-13,MHFC,FC Walpole,1,2,1376.5,1534.4,1367.3,1543.6
Spring 2021,Over 30,2021-06-13,FC Hudson,Lynnfield Azzurri,4,0,1607.9,1573.2,1622.3,1558.8
Spring 2021,Over 30,2021-06-13,Southie FC,P.A.C. Lowell,4,2,1437.3,1413.5,1452.2,1398.6
Spring 2021,Over 30,2021-06-13,Andover United,Safira Soccer,1,1,1560.4,1613.6,1562.8,1611.2
Spring 2021,Over 30,2021-06-13,Tudside FC,Needham United,5,3,1642.9,1503.4,1652.8,1493.5
Spring 2021,Over 30,2021-06-13,Kel Kau,Resenha FC,2,forfeit,1640.6,1468.2,1649.3,1459.6
Spring 2021,Over 30,2021-06-13,Meadowlark FC,Boa Vista FC,2,1,1447.0,1452.6,1463.2,1436.4
Spring 2021,Over 30,2021-06-13,Westford F.C.,Middlesex FC,2,forfeit,1373.5,1510.4,1395.5,1488.4
Spring 2021,Over 30,2021-06-13,Lowell United,S.S.C. Napoli,2,forfeit,1609.0,1488.0,1619.6,1477.4
Spring 2021,Over 30,2021-06-13,Plymouth County United,Norfolk FC,4,3,1405.3,1493.5,1425.2,1473.5
Spring 2021,Over 30,2021-06-13,Medfield,The Blues,0,1,1534.9,1472.8,1516.0,1491.6
Spring 2021,Over 30,2021-06-13,Fernandes FC,Rovers FC,2,forfeit,1576.3,1535.1,1590.5,1521.0
Spring 2021,Over 30,2021-06-13,Southside F.C.,Taunton Eagles Soccer Club,2,3,1514.4,1541.6,1499.6,1556.3
Spring 2021,Over 30,2021-06-13,Harvard,Essex Football Club,1,4,1385.7,1526.3,1375.9,1536.2
Spring 2021,Over 30,2021-06-13,The Villains,Marblehead,2,0,1483.6,1476.3,1499.3,1460.6
Spring 2021,Over 30,2021-06-13,Lynnfield FC,PRAIA KAPITAL,2,2,1377.6,1562.1,1385.4,1554.4
Spring 2021,Over 30,2021-06-13,Somerville FC,Cantona,1,2,1521.0,1472.1,1502.7,1490.3
Spring 2021,Over 30,2021-06-13,Plymouth FC,The Friend's,2,1,1667.8,1612.4,1681.3,1598.9
Spring 2021,Over 30,2021-06-13,Shake-Shake FC over-30,Roots FC,4,4,1571.7,1505.7,1568.7,1508.7
Spring 2021,Over 30,2021-06-13,Needham Freedom,United International,0,8,1370.3,1504.4,1360.2,1514.5
Spring 2021,Over 30,2021-06-13,Holliston TK FC,Connemara United FC,2,forfeit,1331.4,1471.6,1353.6,1449.5
Spring 2021,Over 48,2021-06-13,Melrose Good Guys,Lexington Eagles,0,3,1570.0,1478.6,1549.9,1498.7
Spring 2021,Over 48,2021-06-13,Stoneham Spartans Over 50,North Shore Celtic FC,1,2,1618.3,1549.3,1599.1,1568.4
Spring 2021,Over 48,2021-06-13,NS Internationals,Andover Grand Masters FC,2,1,1443.4,1545.6,1464.0,1525.0
Spring 2021,Over 48,2021-06-13,Stellar FC,Crafty Veterans,3,1,1571.9,1584.0,1588.5,1567.5
Spring 2021,Over 48,2021-06-13,Belmont Old Boys,Weston,2,0,1597.4,1426.6,1606.1,1417.9
Spring 2021,Over 48,2021-06-13,FUFC Gray,Shrewsbury Wanderers,1,1,1469.4,1578.1,1474.3,1573.2
Spring 2021,Over 48,2021-06-13,Wayland wahootoo,Kel Kau,0,5,1429.9,1634.6,1422.4,1642.1
Spring 2021,Over 48,2021-06-13,Hurricane SC,Medford Atomic,3,3,1393.8,1436.6,1395.8,1434.7
Spring 2021,Over 48,2021-06-13,Pepperell Red Bulls,Westford FC,1,4,1482.3,1568.9,1470.2,1581.0
Spring 2021,Over 48,2021-06-13,Shake-Shake FC over-48,Irish Village 50,2,0,1592.4,1536.4,1605.8,1523.0
Spring 2021,Over 48,2021-06-13,Western Mass Lusitano,Hudson Benfica,2,forfeit,1396.6,1433.1,1414.3,1415.4
Spring 2021,Over 48,2021-06-13,New Bedford Sports Club o50,Fernandes FC O50,6,0,1643.2,1522.8,1653.9,1512.2
Spring 2021,Over 48,2021-06-13,Northshore United Soccer Club,Winchester Town Fifties,1,1,1494.7,1506.7,1495.3,1506.1
Spring 2021,Over 48,2021-06-13,Rovers Re-United,S.S.C. Napoli,1,5,1477.6,1570.9,1465.8,1582.7
Spring 2021,Over 48,2021-06-13,Lexington Golden Eagles,Hopkinton Grand Masters,0,2,1337.2,1458.9,1326.6,1469.5
Spring 2021,Over 48,2021-06-13,Jamaica Plain FC,Arlington Pond Dawgz,3,1,1447.8,1490.3,1465.8,1472.3
Spring 2021,Over 48,2021-06-13,FIMA FC O50,Westwood A.F.C.,3,2,1540.4,1422.2,1551.1,1411.4
Spring 2021,Over 48,2021-06-13,Milton,FC Franklin O50,0,1,1548.3,1497.2,1530.0,1515.5
Spring 2021,Over 48,2021-06-13,MGG O50,Sudbury AC,1,1,1418.6,1523.7,1423.3,1519.0
Spring 2021,Over 48,2021-06-13,Tewksbury Grand Masters,North Reading,1,5,1410.8,1369.4,1392.9,1387.3
Spring 2021,Over 48,2021-06-13,Masco,Hurricane SC II,2,3,1445.3,1583.6,1435.4,1593.6
Spring 2021,Over 48,2021-06-13,Lynnfield FC O50 Raiders,Nashoba,3,2,1499.4,1507.1,1515.8,1490.7
Spring 2021,Over 48,2021-06-13,Canton United II,Warthog Legends,2,3,1377.2,1469.5,1365.3,1481.3
Spring 2021,Over 48,2021-06-13,West Roxbury United,Albanian United Veterans,1,0,1637.8,1581.8,1651.3,1568.4
Spring 2021,Over 48,2021-06-13,Raynham,Canary Square 50,2,0,1449.5,1434.4,1464.8,1419.1
Spring 2021,Over 55,2021-06-13,Peabody Gold,Raynham Veterans,5,2,1523.5,1486.5,1537.8,1472.2
Spring 2021,Over 55,2021-06-13,Juventus Club Everett,MADBoys,0,4,1603.7,1635.5,1589.1,1650.0
Spring 2021,Over 55,2021-06-13,Arlington Pond Dawgz,Concord United Veterans,0,5,1407.6,1696.1,1402.5,1701.3
Spring 2021,Over 55,2021-06-13,Sudbury Thistle AC,Pepperell Celtic,2,3,1420.5,1462.1,1406.4,1476.2
Spring 2021,Over 55,2021-06-13,Nashoba,New England Evolution,3,3,1402.1,1517.1,1407.2,1512.0
Spring 2021,Over 55,2021-06-13,Lexington Regal Eagles,Lynnfield F.C. Spartans,3,3,1604.5,1614.6,1604.9,1614.1
Spring 2021,Over 55,2021-06-13,Warthog Wisdom,Wayland wahootee,2,5,1406.5,1423.7,1391.3,1438.9
Spring 2021,Over 55,2021-06-13,Hopkinton OF Soccer Club,Shake-Shake FC over-55,0,7,1475.5,1674.1,1467.7,1681.8
Spring 2021,Over 55,2021-06-13,Medway MOB,Framingham United,2,2,1607.1,1414.9,1599.1,1423.0
Spring 2021,Over 62,2021-06-13,Lynnfield,Raynham,2,3,1576.9,1717.3,1567.0,1727.2
Spring 2021,Over 62,2021-06-13,Everett O63,Hopkinton OF,1,0,1501.4,1435.8,1514.4,1422.7
Spring 2021,Over 62,2021-06-13,Boston Villa FC,Warthog Wonders,5,2,1586.0,1528.3,1599.3,1514.9
Spring 2021,Over 62,2021-06-13,Beverly Veterans,GRandOVER 63,3,0,1529.7,1453.7,1542.3,1441.2
Spring 2021,Over 62,2021-06-13,Peabody Gold 63,North Andover FC over-62,2,2,1519.5,1606.0,1523.4,1602.1
Spring 2021,Over 62,2021-06-13,Burlington 0-63,Dirty Groton Scoundrels,7,1,1380.3,1412.7,1397.8,1395.2
Spring 2021,Over 62,2021-06-13,Harvard 0-63,Needham Relics # review referee,1,2,1412.4,1446.6,1398.0,1461.1
Spring 2021,Over 62,2021-06-13,Lexington,Medway MOB,0,0,1487.5,1507.8,1488.4,1506.9
Spring 2021,Over 62,2021-06-13,Framingham,LFC Pioneers,2,5,1339.0,1487.9,1329.5,1497.4
Spring 2021,Over 62,2021-06-13,Wayland Spirit,GPS Gold FC,0,11,1356.5,1678.5,1352.2,1682.8
Spring 2021,Over 30,2021-06-16,Safira Soccer,FC Hudson,1,0,1611.2,1622.3,1627.7,1605.8
Spring 2021,Over 40,2021-06-17,Milton International,Mansfield United,1,1,1573.9,1472.4,1569.3,1477.0
Spring 2021,Over 40,2021-06-17,Wen Ham United FC,Melrose United,1,1,1374.8,1461.9,1378.7,1457.9
Spring 2021,Over 40,2021-06-18,Harvard Blues FC,Acton-Boxboro United,0,1,1439.3,1486.8,1425.5,1500.6
Spring 2021,Over 40,2021-06-20,Kel Kau Masters,F C Bayern,1,2,1652.5,1665.7,1637.1,1681.1
Spring 2021,Over 40,2021-06-20,Crafty Veterans,Riverwalk F.C.,1,2,1662.5,1609.4,1644.1,1627.8
Spring 2021,Over 40,2021-06-20,Kel Kau Masters,F C Bayern,1,2,1637.1,1681.1,1623.2,1695.1
Spring 2021,Over 40,2021-06-20,Crafty Veterans,Riverwalk F.C.,1,2,1644.1,1627.8,1627.3,1644.5
Spring 2021,Over 40,2021-06-20,Lexington Eagles,New Bedford Sports club,2,3,1512.8,1559.6,1499.0,1573.5
Spring 2021,Over 40,2021-06-20,FUFC,Burlington,2,1,1600.8,1539.5,1614.0,1526.3
Spring 2021,Over 40,2021-06-20,Lexington Eagles,New Bedford Sports club,2,3,1499.0,1573.5,1486.4,1586.1
Spring 2021,Over 40,2021-06-20,FUFC,Burlington,2,1,1614.0,1526.3,1626.1,1514.2
Spring 2021,Over 40,2021-06-20,Kendall Wanderers,Irish Village (aet),0,0,1612.5,1500,1607.5,1505.0
Spring 2021,Over 40,2021-06-20,Hopkinton Hotspur,Eastern FC Old Boys,4,0,1611.5,1602.2,1627.1,1586.7
Spring 2021,Over 40,2021-06-20,Kendall Wanderers,Irish Village (aet),0,0,1607.5,1505.0,1602.9,1509.6
Spring 2021,Over 40,2021-06-20,Hopkinton Hotspur,Eastern FC Old Boys,4,0,1627.1,1586.7,1641.2,1572.5
Spring 2021,Over 40,2021-06-20,North Andover FC,Milton International (aet),4,3,1581.7,1484.5,1593.3,1472.9
Spring 2021,Over 40,2021-06-20,Cabo Verde FC,Persepolis,5,0,1612.5,1599.1,1627.9,1583.7
Spring 2021,Over 40,2021-06-20,North Andover FC,Milton International (aet),4,3,1593.3,1472.9,1604.0,1462.2
Spring 2021,Over 40,2021-06-20,Cabo Verde FC,Persepolis,5,0,1627.9,1583.7,1641.9,1569.8
Spring 2021,Over 40,2021-06-20,Marblehead,Peru Sports FC,6,0,1518.1,1593.0,1537.5,1573.6
Spring 2021,Over 40,2021-06-20,Dover-Sherborn Masters,Medford United # review referee,1,0,1527.5,1494.2,1542.0,1479.8
Spring 2021,Over 40,2021-06-20,Marblehead,Peru Sports FC,6,0,1537.5,1573.6,1555.1,1556.0
Spring 2021,Over 40,2021-06-20,Dover-Sherborn Masters,Medford United # review referee,1,0,1542.0,1479.8,1555.2,1466.6
Spring 2021,Over 40,2021-06-20,New England International,Norfolk FC,4,1,1622.1,1597.0,1636.9,1582.1
Spring 2021,Over 40,2021-06-20,FC Walpole,Sudbury United,0,3,1543.6,1600.3,1530.2,1613.7
Spring 2021,Over 40,2021-06-20,Medfield,Southborough FC,3,6,1443.5,1445.5,1427.6,1461.4
Spring 2021,Over 40,2021-06-20,New England International,Norfolk FC,4,1,1636.9,1582.1,1650.4,1568.6
Spring 2021,Over 40,2021-06-20,FC Walpole,Sudbury United,0,3,1530.2,1613.7,1518.0,1625.9
Spring 2021,Over 30,2021-06-20,Tudside FC,FC Hudson,6,5,1652.8,1605.8,1666.6,1592.0
Spring 2021,Over 30,2021-06-20,Safira Soccer,Kel Kau,5,1,1627.7,1649.3,1644.7,1632.3
Spring 2021,Over 30,2021-06-20,Tudside FC,FC Hudson,6,5,1666.6,1592.0,1679.2,1579.4
Spring 2021,Over 30,2021-06-20,Safira Soccer,Kel Kau,5,1,1644.7,1632.3,1660.1,1616.9
Spring 2021,Over 30,2021-06-20,Os Amigos F.C.,Medfield,3,2,1551.4,1516.0,1565.8,1501.7
Spring 2021,Over 30,2021-06-20,Fernandes FC,S.S.C. Napoli,5,6,1590.5,1477.4,1569.4,1498.4
Spring 2021,Over 30,2021-06-20,Os Amigos F.C.,Medfield,3,2,1565.8,1501.7,1578.8,1488.6
Spring 2021,Over 30,2021-06-20,Fernandes FC,S.S.C. Napoli,5,6,1569.4,1498.4,1550.2,1517.6
Spring 2021,Over 30,2021-06-20,Plymouth FC,Somerville FC,2,1,1681.3,1502.7,1689.7,1494.3
Spring 2021,Over 30,2021-06-20,PRAIA KAPITAL,United International,6,2,1554.4,1514.5,1568.5,1500.3
Spring 2021,Over 30,2021-06-20,Plymouth FC,Somerville FC,2,1,1689.7,1494.3,1697.6,1486.5
Spring 2021,Over 30,2021-06-20,PRAIA KAPITAL,United International,6,2,1568.5,1500.3,1581.4,1487.4
Spring 2021,Over 48,2021-06-20,Concord United,Kel Kau,1,5,1627.7,1642.1,1612.4,1657.5
Spring 2021,Over 48,2021-06-20,Belmont Old Boys,Stoneham Spartans Over 50,1,2,1606.1,1599.1,1589.8,1615.5
Spring 2021,Over 48,2021-06-20,Concord United,Kel Kau,1,5,1612.4,1657.5,1598.5,1671.4
Spring 2021,Over 48,2021-06-20,Belmont Old Boys,Stoneham Spartans Over 50,1,2,1589.8,1615.5,1575.0,1630.3
Spring 2021,Over 48,2021-06-20,Marblehead,Shake-Shake FC over-48,2,3,1614.5,1605.8,1598.1,1622.2
Spring 2021,Over 48,2021-06-20,New Bedford Sports Club o50,Westford FC,5,2,1653.9,1581.0,1666.6,1568.3
Spring 2021,Over 48,2021-06-20,Marblehead,Shake-Shake FC over-48,2,3,1598.1,1622.2,1583.2,1637.1
Spring 2021,Over 48,2021-06-20,New Bedford Sports Club o50,Westford FC,5,2,1666.6,1568.3,1678.2,1556.7
Spring 2021,Over 48,2021-06-20,FIMA FC O50,Winchester Town Fifties,5,6,1551.1,1506.1,1533.1,1524.2
Spring 2021,Over 48,2021-06-20,FIMA FC O50,Winchester Town Fifties,5,6,1533.1,1524.2,1516.7,1540.6
Spring 2021,Over 48,2021-06-20,West Roxbury United,Sudbury AC,0,1,1651.3,1519.0,1629.4,1540.8
Spring 2021,Over 48,2021-06-20,Hurricane SC II,Albanian United Veterans,2,3,1593.6,1568.4,1576.4,1585.6
Spring 2021,Over 48,2021-06-20,West Roxbury United,Sudbury AC,0,1,1629.4,1540.8,1609.4,1560.8
Spring 2021,Over 48,2021-06-20,Hurricane SC II,Albanian United Veterans,2,3,1576.4,1585.6,1560.8,1601.1
Spring 2021,Over 55,2021-06-20,Concord United Veterans,Peabody Gold,3,0,1701.3,1537.8,1710.2,1528.8
Spring 2021,Over 55,2021-06-20,MADBoys,Juventus Club Everett,2,4,1650.0,1589.1,1631.3,1607.9
Spring 2021,Over 55,2021-06-20,Lexington Regal Eagles,Medway MOB,1,0,1604.9,1599.1,1620.7,1583.3
Spring 2021,Over 55,2021-06-20,Shake-Shake FC over-55,Lynnfield F.C. Spartans,2,forfeit,1681.8,1614.1,1694.8,1601.2
Spring 2021,Over 55,2021-06-20,Lexington Regal Eagles,Medway MOB,1,0,1620.7,1583.3,1635.0,1569.1
Spring 2021,Over 55,2021-06-20,Shake-Shake FC over-55,Lynnfield F.C. Spartans,2,forfeit,1694.8,1601.2,1706.6,1589.4
Spring 2021,Over 62,2021-06-20,Raynham,Warthog Wonders,6,1,1727.2,1514.9,1734.5,1507.7
Spring 2021,Over 62,2021-06-20,Boston Villa FC,Lynnfield,3,1,1599.3,1567.0,1613.9,1552.5
Spring 2021,Over 62,2021-06-20,GPS Gold FC,Beverly Veterans,5,0,1682.8,1542.3,1692.7,1532.4
Spring 2021,Over 62,2021-06-20,North Andover FC over-62,Beverly Veterans,5,2,1602.1,1532.4,1614.9,1519.6
Spring 2021,Over 62,2021-06-20,GPS Gold FC,Beverly Veterans,5,0,1692.7,1519.6,1701.3,1511.0
Spring 2021,Over 62,2021-06-20,North Andover FC over-62,Beverly Veterans,5,2,1614.9,1511.0,1626.2,1499.6
Spring 2021,Over 40,2021-06-27,F C Bayern,Riverwalk F.C.,0,4,1695.1,1644.5,1676.8,1662.9
Spring 2021,Over 40,2021-06-27,F C Bayern,Riverwalk F.C.,0,4,1676.8,1662.9,1660.2,1679.5
Spring 2021,Over 40,2021-06-27,FUFC,New Bedford Sports club,5,0,1626.1,1586.1,1640.2,1571.9
Spring 2021,Over 40,2021-06-27,FUFC,New Bedford Sports club,5,0,1640.2,1571.9,1653.1,1559.0
Spring 2021,Over 40,2021-06-27,Hopkinton Hotspur,Irish Village,3,2,1641.2,1565.4,1653.8,1552.8
Spring 2021,Over 40,2021-06-27,Hopkinton Hotspur,Irish Village,3,2,1653.8,1552.8,1665.3,1541.3
Spring 2021,Over 40,2021-06-27,Marblehead,Dover-Sherborn Masters # review referee,1,0,1555.1,1559.3,1571.3,1543.1
Spring 2021,Over 40,2021-06-27,Marblehead,Dover-Sherborn Masters # review referee,1,0,1571.3,1543.1,1586.0,1528.4
Spring 2021,Over 40,2021-06-27,New England International,Sudbury United,3,0,1650.4,1625.9,1665.3,1611.1
Spring 2021,Over 40,2021-06-27,New England International,Sudbury United,3,0,1665.3,1611.1,1678.8,1597.5
Spring 2021,Over 30,2021-06-27,Safira Soccer,Tudside FC,3,1,1660.1,1679.2,1677.0,1662.4
Spring 2021,Over 30,2021-06-27,Safira Soccer,Tudside FC,3,1,1677.0,1662.4,1692.3,1647.0
Spring 2021,Over 30,2021-06-27,Os Amigos F.C.,S.S.C. Napoli,4,2,1578.8,1517.6,1592.0,1504.4
Spring 2021,Over 30,2021-06-27,Os Amigos F.C.,S.S.C. Napoli,4,2,1592.0,1504.4,1604.1,1492.4
Spring 2021,Over 30,2021-06-27,Plymouth FC,PRAIA KAPITAL,4,3,1697.6,1581.4,1708.4,1570.6
Spring 2021,Over 30,2021-06-27,Plymouth FC,PRAIA KAPITAL,4,3,1708.4,1570.6,1718.4,1560.6
Spring 2021,Over 48,2021-06-27,Stoneham Spartans Over 50,Kel Kau,0,4,1630.3,1671.4,1616.2,1685.5
Spring 2021,Over 48,2021-06-27,Stoneham Spartans Over 50,Kel Kau,0,4,1616.2,1685.5,1603.3,1698.4
Spring 2021,Over 48,2021-06-27,New Bedford Sports Club o50,Shake-Shake FC over-48 (aet),1,1,1678.2,1506.0,1670.8,1513.4
Spring 2021,Over 48,2021-06-27,New Bedford Sports Club o50,Shake-Shake FC over-48 (aet),1,1,1670.8,1513.4,1664.0,1520.2
Spring 2021,Over 48,2021-06-27,Winchester Town Fifties,S.S.C. Napoli,0,7,1540.6,1582.7,1526.5,1596.8
Spring 2021,Over 48,2021-06-27,Winchester Town Fifties,S.S.C. Napoli,0,7,1526.5,1596.8,1513.7,1609.6
Spring 2021,Over 48,2021-06-27,Albanian United Veterans,Sudbury AC,1,0,1601.1,1560.8,1615.3,1546.7
Spring 2021,Over 48,2021-06-27,Albanian United Veterans,Sudbury AC,1,0,1615.3,1546.7,1628.2,1533.8
Spring 2021,Over 55,2021-06-27,Concord United Veterans,Juventus Club Everett,0,0,1710.2,1607.9,1705.7,1612.5
Spring 2021,Over 55,2021-06-27,Shake-Shake FC over-55,Lexington Regal Eagles,4,0,1706.6,1635.0,1719.3,1622.2
Spring 2021,Over 55,2021-06-27,Shake-Shake FC over-55,Lexington Regal Eagles,4,0,1719.3,1622.2,1730.9,1610.6
Spring 2021,Over 62,2021-06-27,Raynham,Boston Villa FC,0,0,1734.5,1613.9,1729.1,1619.2
Spring 2021,Over 62,2021-06-27,GPS Gold FC,North Andover FC over-62,8,0,1701.3,1626.2,1713.9,1613.6
Spring 2021,Over 62,2021-06-27,GPS Gold FC,North Andover FC over-62,8,0,1713.9,1613.6,1725.4,1602.1
Spring 2022,Over 30,2022-03-27,Sporting Club Malden,Real MT,1,0,1482.2,1469.8,1497.7,1454.4
Spring 2022,Over 48,2022-04-02,Windham 50s,Rovers Re-United,2,0,1500.1,1479.5,1515.2,1464.4
Spring 2022,Over 68,2022-04-03,Lexington o68,Wayland Spirit,7,1,1509.6,1386.4,1520.1,1375.8
Spring 2022,Over 68,2022-04-03,Beverly,Nashua,3,1,1510.2,1429.9,1522.6,1417.6
Spring 2022,Over 40,2022-04-03,P.A.C. Lowell,CHARRUA FC # review referee,3,4,1534.2,1502.7,1516.8,1520.1
