season,age_group,division,geography,date,home_team,home_goals,away_goals,away_team,notes
Spring 2026,Over 48,1,North,2026-04-12,Nashoba,,,FC Boxford,scheduled
Spring 2026,Over 48,1,North,2026-04-19,Marblehead,,,Stoneham Spartans Over 48,scheduled
Spring 2026,Over 48,1,North,2026-04-19,Westford FC,,,Danvers - True Soccer FC,scheduled
Spring 2026,Over 48,1,North,2026-04-19,Nashoba,,,Concord United,scheduled
Spring 2026,Over 48,1,North,2026-04-19,FC Boxford,,,DEA,scheduled
Spring 2026,Over 48,1,North,2026-04-26,Danvers - True Soccer FC,,,FC Boxford,scheduled
Spring 2026,Over 48,1,North,2026-04-26,Stoneham Spartans Over 48,,,Nashoba,scheduled
Spring 2026,Over 48,1,North,2026-04-26,DEA,,,Westford FC,scheduled
Spring 2026,Over 48,1,North,2026-04-26,Concord United,,,Marblehead,scheduled
Spring 2026,Over 48,1,North,2026-05-03,DEA,,,Stoneham Spartans Over 48,scheduled
Spring 2026,Over 48,1,North,2026-05-03,Nashoba,,,Westford FC,scheduled
Spring 2026,Over 48,1,North,2026-05-03,FC Boxford,,,Marblehead,scheduled
Spring 2026,Over 48,1,North,2026-05-03,Concord United,,,Danvers - True Soccer FC,scheduled
Spring 2026,Over 48,1,North,2026-05-10,Marblehead,,,Nashoba,scheduled
Spring 2026,Over 48,1,North,2026-05-10,Danvers - True Soccer FC,,,DEA,scheduled
Spring 2026,Over 48,1,North,2026-05-10,Stoneham Spartans Over 48,,,Concord United,scheduled
Spring 2026,Over 48,1,North,2026-05-10,Westford FC,,,FC Boxford,scheduled
Spring 2026,Over 48,1,North,2026-05-17,Marblehead,,,DEA,scheduled
Spring 2026,Over 48,1,North,2026-05-17,Westford FC,,,Concord United,scheduled
Spring 2026,Over 48,1,North,2026-05-17,Nashoba,,,Danvers - True Soccer FC,scheduled
Spring 2026,Over 48,1,North,2026-05-17,FC Boxford,,,Stoneham Spartans Over 48,scheduled
Spring 2026,Over 48,1,North,2026-05-31,Stoneham Spartans Over 48,,,Marblehead,scheduled
Spring 2026,Over 48,1,North,2026-05-31,Danvers - True Soccer FC,,,Westford FC,scheduled
Spring 2026,Over 48,1,North,2026-05-31,Concord United,,,Nashoba,scheduled
Spring 2026,Over 48,1,North,2026-05-31,DEA,,,FC Boxford,scheduled
Spring 2026,Over 48,1,North,2026-06-07,Danvers - True Soccer FC,,,Marblehead,scheduled
Spring 2026,Over 48,1,North,2026-06-07,Westford FC,,,Stoneham Spartans Over 48,scheduled
Spring 2026,Over 48,1,North,2026-06-07,Nashoba,,,DEA,scheduled
Spring 2026,Over 48,1,North,2026-06-07,Concord United,,,FC Boxford,scheduled
Spring 2026,Over 48,1,North,2026-06-14,Marblehead,,,Westford FC,scheduled
Spring 2026,Over 48,1,North,2026-06-14,Stoneham Spartans Over 48,,,Danvers - True Soccer FC,scheduled
Spring 2026,Over 48,1,North,2026-06-14,DEA,,,Concord United,scheduled
Spring 2026,Over 48,1,North,2026-06-14,FC Boxford,,,Nashoba,scheduled
Spring 2026,Over 48,1,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,1,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,1,North,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,1,South,2026-04-05,Sudbury AC,1,2,Crafty Veterans,
Spring 2026,Over 48,1,South,2026-04-05,Hopkinton Hotspur o48's,3,3,Jamaica Plain FC 48,
Spring 2026,Over 48,1,South,2026-04-05,Shake-Shake FC Seniors,4,1,Rovers FC o48,
Spring 2026,Over 48,1,South,2026-04-12,Kel Kau,,,Sudbury AC,scheduled
Spring 2026,Over 48,1,South,2026-04-12,Crafty Veterans,,,FC Franklin O50,scheduled
Spring 2026,Over 48,1,South,2026-04-12,Rovers FC o48,,,Hopkinton Hotspur o48's,scheduled
Spring 2026,Over 48,1,South,2026-04-12,Jamaica Plain FC 48,,,Shake-Shake FC Seniors,scheduled
Spring 2026,Over 48,1,South,2026-04-19,Sudbury AC,,,FC Franklin O50,scheduled
Spring 2026,Over 48,1,South,2026-04-19,Kel Kau,,,Crafty Veterans,scheduled
Spring 2026,Over 48,1,South,2026-04-19,Jamaica Plain FC 48,,,Rovers FC o48,scheduled
Spring 2026,Over 48,1,South,2026-04-19,Shake-Shake FC Seniors,,,Hopkinton Hotspur o48's,scheduled
Spring 2026,Over 48,1,South,2026-04-26,Crafty Veterans,,,Shake-Shake FC Seniors,scheduled
Spring 2026,Over 48,1,South,2026-04-26,FC Franklin O50,,,Jamaica Plain FC 48,scheduled
Spring 2026,Over 48,1,South,2026-04-26,Hopkinton Hotspur o48's,,,Kel Kau,scheduled
Spring 2026,Over 48,1,South,2026-04-26,Rovers FC o48,,,Sudbury AC,scheduled
Spring 2026,Over 48,1,South,2026-05-03,Hopkinton Hotspur o48's,,,FC Franklin O50,scheduled
Spring 2026,Over 48,1,South,2026-05-03,Jamaica Plain FC 48,,,Kel Kau,scheduled
Spring 2026,Over 48,1,South,2026-05-03,Shake-Shake FC Seniors,,,Sudbury AC,scheduled
Spring 2026,Over 48,1,South,2026-05-03,Rovers FC o48,,,Crafty Veterans,scheduled
Spring 2026,Over 48,1,South,2026-05-10,Sudbury AC,,,Jamaica Plain FC 48,scheduled
Spring 2026,Over 48,1,South,2026-05-10,Crafty Veterans,,,Hopkinton Hotspur o48's,scheduled
Spring 2026,Over 48,1,South,2026-05-10,FC Franklin O50,,,Rovers FC o48,scheduled
Spring 2026,Over 48,1,South,2026-05-10,Kel Kau,,,Shake-Shake FC Seniors,scheduled
Spring 2026,Over 48,1,South,2026-05-17,Sudbury AC,,,Hopkinton Hotspur o48's,scheduled
Spring 2026,Over 48,1,South,2026-05-17,Kel Kau,,,Rovers FC o48,scheduled
Spring 2026,Over 48,1,South,2026-05-17,Jamaica Plain FC 48,,,Crafty Veterans,scheduled
Spring 2026,Over 48,1,South,2026-05-17,Shake-Shake FC Seniors,,,FC Franklin O50,scheduled
Spring 2026,Over 48,1,South,2026-05-31,FC Franklin O50,,,Sudbury AC,scheduled
Spring 2026,Over 48,1,South,2026-05-31,Crafty Veterans,,,Kel Kau,scheduled
Spring 2026,Over 48,1,South,2026-05-31,Rovers FC o48,,,Jamaica Plain FC 48,scheduled
Spring 2026,Over 48,1,South,2026-05-31,Hopkinton Hotspur o48's,,,Shake-Shake FC Seniors,scheduled
Spring 2026,Over 48,1,South,2026-06-07,Crafty Veterans,,,Sudbury AC,scheduled
Spring 2026,Over 48,1,South,2026-06-07,Kel Kau,,,FC Franklin O50,scheduled
Spring 2026,Over 48,1,South,2026-06-07,Jamaica Plain FC 48,,,Hopkinton Hotspur o48's,scheduled
Spring 2026,Over 48,1,South,2026-06-07,Rovers FC o48,,,Shake-Shake FC Seniors,scheduled
Spring 2026,Over 48,1,South,2026-06-14,Sudbury AC,,,Kel Kau,scheduled
Spring 2026,Over 48,1,South,2026-06-14,FC Franklin O50,,,Crafty Veterans,scheduled
Spring 2026,Over 48,1,South,2026-06-14,Hopkinton Hotspur o48's,,,Rovers FC o48,scheduled
Spring 2026,Over 48,1,South,2026-06-14,Shake-Shake FC Seniors,,,Jamaica Plain FC 48,scheduled
Spring 2026,Over 48,1,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,1,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,1,South,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,1,South,TBD,FC Franklin O50,,,Kel Kau,scheduled
Spring 2026,Over 48,2,North,2026-04-05,Medford United II,0,7,Winchester Town Fifties,
Spring 2026,Over 48,2,North,2026-04-05,Hurricanes SC,1,5,Shrewsbury Wanderers,
Spring 2026,Over 48,2,North,2026-04-05,Westford O48 PAC Lowell,1,3,NH Freedom,
Spring 2026,Over 48,2,North,2026-04-12,Shrewsbury Wanderers,,,Medford United II,scheduled
Spring 2026,Over 48,2,North,2026-04-12,Winchester Town Fifties,,,Hurricanes SC,scheduled
Spring 2026,Over 48,2,North,2026-04-12,North Andover FC O48,,,Westford O48 PAC Lowell,scheduled
Spring 2026,Over 48,2,North,2026-04-12,NH Freedom,,,Lexington Eagles,scheduled
Spring 2026,Over 48,2,North,2026-04-19,Medford United II,,,Hurricanes SC,scheduled
Spring 2026,Over 48,2,North,2026-04-19,Shrewsbury Wanderers,,,Winchester Town Fifties,scheduled
Spring 2026,Over 48,2,North,2026-04-19,NH Freedom,,,North Andover FC O48,scheduled
Spring 2026,Over 48,2,North,2026-04-19,Lexington Eagles,,,Westford O48 PAC Lowell,scheduled
Spring 2026,Over 48,2,North,2026-04-26,Winchester Town Fifties,,,Lexington Eagles,scheduled
Spring 2026,Over 48,2,North,2026-04-26,Hurricanes SC,,,NH Freedom,scheduled
Spring 2026,Over 48,2,North,2026-04-26,Westford O48 PAC Lowell,,,Shrewsbury Wanderers,scheduled
Spring 2026,Over 48,2,North,2026-04-26,North Andover FC O48,,,Medford United II,scheduled
Spring 2026,Over 48,2,North,2026-05-03,Westford O48 PAC Lowell,,,Hurricanes SC,scheduled
Spring 2026,Over 48,2,North,2026-05-03,NH Freedom,,,Shrewsbury Wanderers,scheduled
Spring 2026,Over 48,2,North,2026-05-03,Lexington Eagles,,,Medford United II,scheduled
Spring 2026,Over 48,2,North,2026-05-03,North Andover FC O48,,,Winchester Town Fifties,scheduled
Spring 2026,Over 48,2,North,2026-05-10,Medford United II,,,NH Freedom,scheduled
Spring 2026,Over 48,2,North,2026-05-10,Winchester Town Fifties,,,Westford O48 PAC Lowell,scheduled
Spring 2026,Over 48,2,North,2026-05-10,Hurricanes SC,,,North Andover FC O48,scheduled
Spring 2026,Over 48,2,North,2026-05-10,Shrewsbury Wanderers,,,Lexington Eagles,scheduled
Spring 2026,Over 48,2,North,2026-05-17,Medford United II,,,Westford O48 PAC Lowell,scheduled
Spring 2026,Over 48,2,North,2026-05-17,Shrewsbury Wanderers,,,North Andover FC O48,scheduled
Spring 2026,Over 48,2,North,2026-05-17,NH Freedom,,,Winchester Town Fifties,scheduled
Spring 2026,Over 48,2,North,2026-05-17,Lexington Eagles,,,Hurricanes SC,scheduled
Spring 2026,Over 48,2,North,2026-05-31,Hurricanes SC,,,Medford United II,scheduled
Spring 2026,Over 48,2,North,2026-05-31,Winchester Town Fifties,,,Shrewsbury Wanderers,scheduled
Spring 2026,Over 48,2,North,2026-05-31,North Andover FC O48,,,NH Freedom,scheduled
Spring 2026,Over 48,2,North,2026-05-31,Westford O48 PAC Lowell,,,Lexington Eagles,scheduled
Spring 2026,Over 48,2,North,2026-06-07,Winchester Town Fifties,,,Medford United II,scheduled
Spring 2026,Over 48,2,North,2026-06-07,Shrewsbury Wanderers,,,Hurricanes SC,scheduled
Spring 2026,Over 48,2,North,2026-06-07,NH Freedom,,,Westford O48 PAC Lowell,scheduled
Spring 2026,Over 48,2,North,2026-06-07,North Andover FC O48,,,Lexington Eagles,scheduled
Spring 2026,Over 48,2,North,2026-06-14,Medford United II,,,Shrewsbury Wanderers,scheduled
Spring 2026,Over 48,2,North,2026-06-14,Hurricanes SC,,,Winchester Town Fifties,scheduled
Spring 2026,Over 48,2,North,2026-06-14,Westford O48 PAC Lowell,,,North Andover FC O48,scheduled
Spring 2026,Over 48,2,North,2026-06-14,Lexington Eagles,,,NH Freedom,scheduled
Spring 2026,Over 48,2,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,2,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,2,North,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,2,North,TBD,Lexington Eagles,,,North Andover FC O48,scheduled
Spring 2026,Over 48,2,South,2026-04-04,Fernandes FC O50,4,0,Wayland wahootoo # review referee,
Spring 2026,Over 48,2,South,2026-04-05,Albanian United Veterans,1,1,Western Mass Lusitano,
Spring 2026,Over 48,2,South,2026-04-05,FIMA FC O50,1,4,Irish Village 48,
Spring 2026,Over 48,2,South,2026-04-12,Western Mass Lusitano,,,Fernandes FC O50,scheduled
Spring 2026,Over 48,2,South,2026-04-12,Wayland wahootoo,,,Albanian United Veterans,scheduled
Spring 2026,Over 48,2,South,2026-04-12,Irish Village 48,,,Taunton Eagles,scheduled
Spring 2026,Over 48,2,South,2026-04-12,United Intl FC,,,FIMA FC O50,scheduled
Spring 2026,Over 48,2,South,2026-04-19,Fernandes FC O50,,,Albanian United Veterans,scheduled
Spring 2026,Over 48,2,South,2026-04-19,Western Mass Lusitano,,,Wayland wahootoo,scheduled
Spring 2026,Over 48,2,South,2026-04-19,United Intl FC,,,Irish Village 48,scheduled
Spring 2026,Over 48,2,South,2026-04-19,FIMA FC O50,,,Taunton Eagles,scheduled
Spring 2026,Over 48,2,South,2026-04-26,Wayland wahootoo,,,FIMA FC O50,scheduled
Spring 2026,Over 48,2,South,2026-04-26,Albanian United Veterans,,,United Intl FC,scheduled
Spring 2026,Over 48,2,South,2026-04-26,Taunton Eagles,,,Western Mass Lusitano,scheduled
Spring 2026,Over 48,2,South,2026-04-26,Irish Village 48,,,Fernandes FC O50,scheduled
Spring 2026,Over 48,2,South,2026-05-03,Taunton Eagles,,,Albanian United Veterans,scheduled
Spring 2026,Over 48,2,South,2026-05-03,United Intl FC,,,Western Mass Lusitano,scheduled
Spring 2026,Over 48,2,South,2026-05-03,FIMA FC O50,,,Fernandes FC O50,scheduled
Spring 2026,Over 48,2,South,2026-05-03,Irish Village 48,,,Wayland wahootoo,scheduled
Spring 2026,Over 48,2,South,2026-05-10,Fernandes FC O50,,,United Intl FC,scheduled
Spring 2026,Over 48,2,South,2026-05-10,Wayland wahootoo,,,Taunton Eagles,scheduled
Spring 2026,Over 48,2,South,2026-05-10,Albanian United Veterans,,,Irish Village 48,scheduled
Spring 2026,Over 48,2,South,2026-05-10,Western Mass Lusitano,,,FIMA FC O50,scheduled
Spring 2026,Over 48,2,South,2026-05-17,Fernandes FC O50,,,Taunton Eagles,scheduled
Spring 2026,Over 48,2,South,2026-05-17,Western Mass Lusitano,,,Irish Village 48,scheduled
Spring 2026,Over 48,2,South,2026-05-17,United Intl FC,,,Wayland wahootoo,scheduled
Spring 2026,Over 48,2,South,2026-05-17,FIMA FC O50,,,Albanian United Veterans,scheduled
Spring 2026,Over 48,2,South,2026-05-31,Albanian United Veterans,,,Fernandes FC O50,scheduled
Spring 2026,Over 48,2,South,2026-05-31,Wayland wahootoo,,,Western Mass Lusitano,scheduled
Spring 2026,Over 48,2,South,2026-05-31,Irish Village 48,,,United Intl FC,scheduled
Spring 2026,Over 48,2,South,2026-05-31,Taunton Eagles,,,FIMA FC O50,scheduled
Spring 2026,Over 48,2,South,2026-06-07,Wayland wahootoo,,,Fernandes FC O50,scheduled
Spring 2026,Over 48,2,South,2026-06-07,Western Mass Lusitano,,,Albanian United Veterans,scheduled
Spring 2026,Over 48,2,South,2026-06-07,United Intl FC,,,Taunton Eagles,scheduled
Spring 2026,Over 48,2,South,2026-06-07,Irish Village 48,,,FIMA FC O50,scheduled
Spring 2026,Over 48,2,South,2026-06-14,Fernandes FC O50,,,Western Mass Lusitano,scheduled
Spring 2026,Over 48,2,South,2026-06-14,Albanian United Veterans,,,Wayland wahootoo,scheduled
Spring 2026,Over 48,2,South,2026-06-14,Taunton Eagles,,,Irish Village 48,scheduled
Spring 2026,Over 48,2,South,2026-06-14,FIMA FC O50,,,United Intl FC,scheduled
Spring 2026,Over 48,2,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,2,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,2,South,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,2,South,TBD,Taunton Eagles,,,United Intl FC,scheduled
Spring 2026,Over 48,3,North,2026-04-05,Windham 50s,2,3,Melrose United,
Spring 2026,Over 48,3,North,2026-04-05,Lexington Golden Eagles,1,6,Medford Atomic,
Spring 2026,Over 48,3,North,2026-04-05,FC Older School,3,4,Cantona over 48,
Spring 2026,Over 48,3,North,2026-04-12,Melrose United,,,Andover Gold,scheduled
Spring 2026,Over 48,3,North,2026-04-12,Lynnfield FC Raiders,,,Windham 50s,scheduled
Spring 2026,Over 48,3,North,2026-04-12,Cantona over 48,,,Lexington Golden Eagles,scheduled
Spring 2026,Over 48,3,North,2026-04-12,Medford Atomic,,,FC Older School,scheduled
Spring 2026,Over 48,3,North,2026-04-19,Andover Gold,,,Windham 50s,scheduled
Spring 2026,Over 48,3,North,2026-04-19,Melrose United,,,Lynnfield FC Raiders,scheduled
Spring 2026,Over 48,3,North,2026-04-19,Medford Atomic,,,Cantona over 48,scheduled
Spring 2026,Over 48,3,North,2026-04-19,FC Older School,,,Lexington Golden Eagles,scheduled
Spring 2026,Over 48,3,North,2026-04-26,Lynnfield FC Raiders,,,FC Older School,scheduled
Spring 2026,Over 48,3,North,2026-04-26,Windham 50s,,,Medford Atomic,scheduled
Spring 2026,Over 48,3,North,2026-04-26,Lexington Golden Eagles,,,Melrose United,scheduled
Spring 2026,Over 48,3,North,2026-04-26,Cantona over 48,,,Andover Gold,scheduled
Spring 2026,Over 48,3,North,2026-05-03,Lexington Golden Eagles,,,Windham 50s,scheduled
Spring 2026,Over 48,3,North,2026-05-03,Medford Atomic,,,Melrose United,scheduled
Spring 2026,Over 48,3,North,2026-05-03,FC Older School,,,Andover Gold,scheduled
Spring 2026,Over 48,3,North,2026-05-03,Cantona over 48,,,Lynnfield FC Raiders,scheduled
Spring 2026,Over 48,3,North,2026-05-10,Andover Gold,,,Medford Atomic,scheduled
Spring 2026,Over 48,3,North,2026-05-10,Lynnfield FC Raiders,,,Lexington Golden Eagles,scheduled
Spring 2026,Over 48,3,North,2026-05-10,Windham 50s,,,Cantona over 48,scheduled
Spring 2026,Over 48,3,North,2026-05-10,Melrose United,,,FC Older School,scheduled
Spring 2026,Over 48,3,North,2026-05-17,Andover Gold,,,Lexington Golden Eagles,scheduled
Spring 2026,Over 48,3,North,2026-05-17,Melrose United,,,Cantona over 48,scheduled
Spring 2026,Over 48,3,North,2026-05-17,Medford Atomic,,,Lynnfield FC Raiders,scheduled
Spring 2026,Over 48,3,North,2026-05-17,FC Older School,,,Windham 50s,scheduled
Spring 2026,Over 48,3,North,2026-05-31,Windham 50s,,,Andover Gold,scheduled
Spring 2026,Over 48,3,North,2026-05-31,Lynnfield FC Raiders,,,Melrose United,scheduled
Spring 2026,Over 48,3,North,2026-05-31,Cantona over 48,,,Medford Atomic,scheduled
Spring 2026,Over 48,3,North,2026-05-31,Lexington Golden Eagles,,,FC Older School,scheduled
Spring 2026,Over 48,3,North,2026-06-07,Lynnfield FC Raiders,,,Andover Gold,scheduled
Spring 2026,Over 48,3,North,2026-06-07,Melrose United,,,Windham 50s,scheduled
Spring 2026,Over 48,3,North,2026-06-07,Medford Atomic,,,Lexington Golden Eagles,scheduled
Spring 2026,Over 48,3,North,2026-06-07,Cantona over 48,,,FC Older School,scheduled
Spring 2026,Over 48,3,North,2026-06-14,Andover Gold,,,Melrose United,scheduled
Spring 2026,Over 48,3,North,2026-06-14,Windham 50s,,,Lynnfield FC Raiders,scheduled
Spring 2026,Over 48,3,North,2026-06-14,Lexington Golden Eagles,,,Cantona over 48,scheduled
Spring 2026,Over 48,3,North,2026-06-14,FC Older School,,,Medford Atomic,scheduled
Spring 2026,Over 48,3,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,3,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,3,North,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,3,North,TBD,Andover Gold,,,Lynnfield FC Raiders,scheduled
Spring 2026,Over 48,3,South,2026-04-05,Newton Brigada II,2,1,Celtic Veterans,
Spring 2026,Over 48,3,South,2026-04-05,Kendall Wanderers,0,2,Lexington Allin Eagles,
Spring 2026,Over 48,3,South,2026-04-05,Dover Sherborn Hop Hunters,3,2,Framingham Persepolis 48,
Spring 2026,Over 48,3,South,2026-04-05,West Roxbury United,1,3,FC Walpole O48,
Spring 2026,Over 48,3,South,2026-04-12,Lexington Allin Eagles,,,Newton Brigada II,scheduled
Spring 2026,Over 48,3,South,2026-04-12,Celtic Veterans,,,Kendall Wanderers,scheduled
Spring 2026,Over 48,3,South,2026-04-12,FC Walpole O48,,,Dover Sherborn Hop Hunters,scheduled
Spring 2026,Over 48,3,South,2026-04-12,Framingham Persepolis 48,,,West Roxbury United,scheduled
Spring 2026,Over 48,3,South,2026-04-19,Newton Brigada II,,,Kendall Wanderers,scheduled
Spring 2026,Over 48,3,South,2026-04-19,Lexington Allin Eagles,,,Celtic Veterans,scheduled
Spring 2026,Over 48,3,South,2026-04-19,Framingham Persepolis 48,,,FC Walpole O48,scheduled
Spring 2026,Over 48,3,South,2026-04-19,West Roxbury United,,,Dover Sherborn Hop Hunters,scheduled
Spring 2026,Over 48,3,South,2026-04-26,Celtic Veterans,,,West Roxbury United,scheduled
Spring 2026,Over 48,3,South,2026-04-26,Kendall Wanderers,,,Framingham Persepolis 48,scheduled
Spring 2026,Over 48,3,South,2026-04-26,Dover Sherborn Hop Hunters,,,Lexington Allin Eagles,scheduled
Spring 2026,Over 48,3,South,2026-04-26,FC Walpole O48,,,Newton Brigada II,scheduled
Spring 2026,Over 48,3,South,2026-05-03,Dover Sherborn Hop Hunters,,,Kendall Wanderers,scheduled
Spring 2026,Over 48,3,South,2026-05-03,Framingham Persepolis 48,,,Lexington Allin Eagles,scheduled
Spring 2026,Over 48,3,South,2026-05-03,West Roxbury United,,,Newton Brigada II,scheduled
Spring 2026,Over 48,3,South,2026-05-03,FC Walpole O48,,,Celtic Veterans,scheduled
Spring 2026,Over 48,3,South,2026-05-10,Newton Brigada II,,,Framingham Persepolis 48,scheduled
Spring 2026,Over 48,3,South,2026-05-10,Celtic Veterans,,,Dover Sherborn Hop Hunters,scheduled
Spring 2026,Over 48,3,South,2026-05-10,Kendall Wanderers,,,FC Walpole O48,scheduled
Spring 2026,Over 48,3,South,2026-05-10,Lexington Allin Eagles,,,West Roxbury United,scheduled
Spring 2026,Over 48,3,South,2026-05-17,Newton Brigada II,,,Dover Sherborn Hop Hunters,scheduled
Spring 2026,Over 48,3,South,2026-05-17,Lexington Allin Eagles,,,FC Walpole O48,scheduled
Spring 2026,Over 48,3,South,2026-05-17,Framingham Persepolis 48,,,Celtic Veterans,scheduled
Spring 2026,Over 48,3,South,2026-05-17,West Roxbury United,,,Kendall Wanderers,scheduled
Spring 2026,Over 48,3,South,2026-05-31,Kendall Wanderers,,,Newton Brigada II,scheduled
Spring 2026,Over 48,3,South,2026-05-31,Celtic Veterans,,,Lexington Allin Eagles,scheduled
Spring 2026,Over 48,3,South,2026-05-31,FC Walpole O48,,,Framingham Persepolis 48,scheduled
Spring 2026,Over 48,3,South,2026-05-31,Dover Sherborn Hop Hunters,,,West Roxbury United,scheduled
Spring 2026,Over 48,3,South,2026-06-07,Celtic Veterans,,,Newton Brigada II,scheduled
Spring 2026,Over 48,3,South,2026-06-07,Lexington Allin Eagles,,,Kendall Wanderers,scheduled
Spring 2026,Over 48,3,South,2026-06-07,Framingham Persepolis 48,,,Dover Sherborn Hop Hunters,scheduled
Spring 2026,Over 48,3,South,2026-06-07,FC Walpole O48,,,West Roxbury United,scheduled
Spring 2026,Over 48,3,South,2026-06-14,Newton Brigada II,,,Lexington Allin Eagles,scheduled
Spring 2026,Over 48,3,South,2026-06-14,Kendall Wanderers,,,Celtic Veterans,scheduled
Spring 2026,Over 48,3,South,2026-06-14,Dover Sherborn Hop Hunters,,,FC Walpole O48,scheduled
Spring 2026,Over 48,3,South,2026-06-14,West Roxbury United,,,Framingham Persepolis 48,scheduled
Spring 2026,Over 48,3,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,3,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,3,South,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,4,North,2026-04-05,Arlington Pond Dawgz,2,4,Northshore United Soccer Club,
Spring 2026,Over 48,4,North,2026-04-12,Northshore United Soccer Club,,,Pepperell Red Bulls,scheduled
Spring 2026,Over 48,4,North,2026-04-12,Nashua Absolute II,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 48,4,North,2026-04-12,Wen Ham United,,,Harvard Blues FC,scheduled
Spring 2026,Over 48,4,North,2026-04-19,Nashua Absolute II,,,Northshore United Soccer Club,scheduled
Spring 2026,Over 48,4,North,2026-04-19,Wen Ham United,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 48,4,North,2026-04-19,Harvard Blues FC,,,Pepperell Red Bulls,scheduled
Spring 2026,Over 48,4,North,2026-04-26,Northshore United Soccer Club,,,Wen Ham United,scheduled
Spring 2026,Over 48,4,North,2026-04-26,Arlington Pond Dawgz,,,Harvard Blues FC,scheduled
Spring 2026,Over 48,4,North,2026-04-26,Pepperell Red Bulls,,,Nashua Absolute II,scheduled
Spring 2026,Over 48,4,North,2026-04-30,Pepperell Red Bulls,,,Wen Ham United,scheduled
Spring 2026,Over 48,4,North,2026-05-03,Harvard Blues FC,,,Northshore United Soccer Club,scheduled
Spring 2026,Over 48,4,North,2026-05-03,Pepperell Red Bulls,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 48,4,North,2026-05-03,Nashua Absolute II,,,Wen Ham United,scheduled
Spring 2026,Over 48,4,North,2026-05-10,Northshore United Soccer Club,,,Harvard Blues FC,scheduled
Spring 2026,Over 48,4,North,2026-05-10,Arlington Pond Dawgz,,,Pepperell Red Bulls,scheduled
Spring 2026,Over 48,4,North,2026-05-10,Wen Ham United,,,Nashua Absolute II,scheduled
Spring 2026,Over 48,4,North,2026-05-17,Wen Ham United,,,Northshore United Soccer Club,scheduled
Spring 2026,Over 48,4,North,2026-05-17,Harvard Blues FC,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 48,4,North,2026-05-17,Nashua Absolute II,,,Pepperell Red Bulls,scheduled
Spring 2026,Over 48,4,North,2026-05-31,Northshore United Soccer Club,,,Nashua Absolute II,scheduled
Spring 2026,Over 48,4,North,2026-05-31,Arlington Pond Dawgz,,,Wen Ham United,scheduled
Spring 2026,Over 48,4,North,2026-05-31,Pepperell Red Bulls,,,Harvard Blues FC,scheduled
Spring 2026,Over 48,4,North,2026-06-07,Northshore United Soccer Club,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 48,4,North,2026-06-07,Wen Ham United,,,Pepperell Red Bulls,scheduled
Spring 2026,Over 48,4,North,2026-06-07,Nashua Absolute II,,,Harvard Blues FC,scheduled
Spring 2026,Over 48,4,North,2026-06-14,Pepperell Red Bulls,,,Northshore United Soccer Club,scheduled
Spring 2026,Over 48,4,North,2026-06-14,Arlington Pond Dawgz,,,Nashua Absolute II,scheduled
Spring 2026,Over 48,4,North,2026-06-14,Harvard Blues FC,,,Wen Ham United,scheduled
Spring 2026,Over 48,4,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,4,North,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 48,4,North,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 48,4,North,TBD,Harvard Blues FC,,,Nashua Absolute II,scheduled
Spring 2026,Over 48,4,South,2026-04-05,NCLS Evergreen,1,3,Norfolk FC,
Spring 2026,Over 48,4,South,2026-04-09,BNFC O48,1,3,Neponset Old Boys,
Spring 2026,Over 48,4,South,2026-04-12,Neponset Old Boys,,,NCLS Evergreen,scheduled
Spring 2026,Over 48,4,South,2026-04-12,Peru Sports FC Masters,,,BNFC O48,scheduled
Spring 2026,Over 48,4,South,2026-04-12,Norfolk FC,,,Easton Legends,scheduled
Spring 2026,Over 48,4,South,2026-04-19,Peru Sports FC Masters,,,Neponset Old Boys,scheduled
